Date,Open,High,Low,Close,Percent_Change
2019-01-02,73.26,77.67,73.05,76.96,5.05
2019-01-03,76.0,76.9,74.86,75.01,-1.3
2019-01-04,76.5,79.7,75.92,78.77,2.97
2019-01-07,80.12,81.73,79.46,81.48,1.7
2019-01-08,83.23,83.83,80.83,82.83,-0.49
2019-01-09,82.65,83.39,82.07,82.97,0.39
2019-01-10,82.05,83.16,81.08,82.81,0.93
2019-01-11,82.03,83.01,81.81,82.03,0.0
2019-01-14,80.75,82.41,79.76,80.86,0.14
2019-01-15,81.6,83.76,81.3,83.73,2.61
2019-01-16,84.21,85.25,83.79,84.19,-0.03
2019-01-17,84.0,85.01,83.88,84.66,0.79
2019-01-18,85.6,85.81,84.58,84.81,-0.92
2019-01-22,84.05,84.09,80.51,81.61,-2.9
2019-01-23,82.8,82.87,80.6,82.0,-0.96
2019-01-24,82.05,82.86,81.59,82.75,0.84
2019-01-25,83.53,84.17,83.08,83.53,0.0
2019-01-28,82.18,82.25,80.7,81.89,-0.35
2019-01-29,81.56,81.62,79.54,79.69,-2.29
2019-01-30,81.15,83.85,80.98,83.52,2.92
2019-01-31,84.64,86.82,83.95,85.94,1.53
2019-02-01,81.94,83.65,81.1,81.31,-0.77
2019-02-04,81.15,82.48,80.68,81.67,0.64
2019-02-05,82.17,83.26,82.12,82.94,0.94
2019-02-06,83.54,83.61,81.67,82.01,-1.82
2019-02-07,81.25,81.28,79.65,80.72,-0.65
2019-02-08,79.3,79.43,78.34,79.41,0.14
2019-02-11,80.05,80.46,79.3,79.55,-0.62
2019-02-12,80.2,81.97,79.94,81.9,2.12
2019-02-13,82.35,82.82,81.86,82.0,-0.43
2019-02-14,81.22,81.89,80.3,81.13,-0.11
2019-02-15,81.39,81.45,80.22,80.4,-1.22
2019-02-19,80.05,81.7,80.03,81.38,1.66
2019-02-20,81.5,81.75,80.51,81.11,-0.48
2019-02-21,80.99,81.18,80.05,80.97,-0.03
2019-02-22,81.18,81.75,81.06,81.58,0.5
2019-02-25,82.07,82.73,81.52,81.65,-0.51
2019-02-26,81.3,82.0,80.81,81.82,0.64
2019-02-27,81.41,82.09,80.75,82.05,0.79
2019-02-28,81.76,82.59,81.69,81.99,0.28
2019-03-01,82.76,83.71,82.55,83.59,1.0
2019-03-04,84.25,85.47,83.72,84.81,0.66
2019-03-05,85.15,85.39,84.45,84.62,-0.62
2019-03-06,84.8,84.89,83.41,83.45,-1.59
2019-03-07,83.37,83.49,81.03,81.3,-2.48
2019-03-08,80.2,81.14,79.33,81.04,1.05
2019-03-11,81.31,83.61,81.3,83.53,2.74
2019-03-12,83.45,84.21,83.05,83.65,0.25
2019-03-13,84.15,85.0,83.97,84.54,0.46
2019-03-14,84.56,85.1,84.22,84.31,-0.29
2019-03-15,85.15,85.94,84.66,85.62,0.55
2019-03-18,85.64,87.5,85.63,87.11,1.72
2019-03-19,87.68,89.21,87.68,88.09,0.48
2019-03-20,88.5,89.97,88.35,89.86,1.54
2019-03-21,89.81,91.19,89.36,90.96,1.28
2019-03-22,90.51,90.95,88.16,88.24,-2.51
2019-03-25,87.89,89.13,87.38,88.71,0.94
2019-03-26,89.65,90.29,88.67,89.19,-0.52
2019-03-27,89.21,89.38,87.28,88.29,-1.03
2019-03-28,88.5,88.9,87.67,88.67,0.19
2019-03-29,89.33,89.64,88.83,89.04,-0.33
2019-04-01,90.01,90.78,89.94,90.71,0.78
2019-04-02,90.55,91.0,90.26,90.7,0.16
2019-04-03,91.34,91.5,90.48,91.04,-0.33
2019-04-04,91.03,91.44,90.21,90.94,-0.1
2019-04-05,91.45,91.93,91.26,91.86,0.45
2019-04-08,91.66,92.51,91.26,92.49,0.91
2019-04-09,92.27,92.65,91.59,91.79,-0.52
2019-04-10,92.05,92.4,91.44,92.37,0.34
2019-04-11,92.43,92.5,92.02,92.2,-0.25
2019-04-12,92.42,92.57,92.07,92.15,-0.29
2019-04-15,92.1,92.34,90.94,92.24,0.16
2019-04-16,92.57,93.49,92.4,93.15,0.63
2019-04-17,93.65,93.82,93.02,93.24,-0.44
2019-04-18,93.44,93.54,92.97,93.08,-0.38
2019-04-22,92.77,94.42,92.28,94.37,1.72
2019-04-23,94.56,96.46,94.48,96.19,1.72
2019-04-24,96.25,96.48,94.91,95.09,-1.21
2019-04-25,95.85,96.12,95.02,95.11,-0.77
2019-04-26,96.45,97.55,94.9,97.53,1.12
2019-04-29,97.45,97.82,96.7,96.92,-0.54
2019-04-30,96.5,96.79,95.35,96.33,-0.19
2019-05-01,96.65,97.18,95.53,95.58,-1.12
2019-05-02,95.67,96.08,94.09,95.04,-0.65
2019-05-03,97.45,98.22,96.8,98.12,0.69
2019-05-06,95.9,97.95,95.53,97.53,1.7
2019-05-07,97.0,97.46,95.17,96.05,-0.98
2019-05-08,95.94,96.77,95.5,95.89,-0.06
2019-05-09,95.0,95.47,93.8,94.99,-0.01
2019-05-10,94.9,95.19,92.8,94.5,-0.42
2019-05-13,91.83,92.33,90.9,91.13,-0.76
2019-05-14,91.97,92.62,90.79,92.01,0.03
2019-05-15,91.4,93.72,91.15,93.56,2.36
2019-05-16,94.3,95.88,94.11,95.38,1.15
2019-05-17,94.65,95.53,93.37,93.45,-1.27
2019-05-20,92.63,93.39,91.78,92.95,0.34
2019-05-21,93.74,93.95,92.3,92.88,-0.92
2019-05-22,92.59,93.57,92.55,92.98,0.43
2019-05-23,91.83,92.2,90.21,90.77,-1.15
2019-05-24,91.79,92.09,90.89,91.16,-0.69
2019-05-28,91.64,92.46,91.37,91.82,0.2
2019-05-29,91.16,91.5,90.38,90.96,-0.22
2019-05-30,91.27,91.47,90.39,90.82,-0.5
2019-05-31,89.5,89.78,88.64,88.75,-0.83
2019-06-03,88.0,88.31,83.6,84.63,-3.82
2019-06-04,84.96,86.54,84.04,86.48,1.78
2019-06-05,87.48,87.6,85.76,86.93,-0.63
2019-06-06,86.89,88.0,86.31,87.72,0.96
2019-06-07,88.18,90.31,87.97,90.2,2.29
2019-06-10,91.1,94.24,90.9,93.03,2.12
2019-06-11,94.16,94.68,92.9,93.18,-1.04
2019-06-12,92.7,93.25,92.22,92.77,0.07
2019-06-13,93.34,94.15,93.11,93.51,0.19
2019-06-14,93.2,93.8,92.95,93.48,0.3
2019-06-17,93.82,94.78,93.77,94.3,0.51
2019-06-18,95.07,96.08,94.99,95.07,0.0
2019-06-19,95.39,95.98,94.62,95.44,0.05
2019-06-20,96.67,96.76,95.29,95.91,-0.78
2019-06-21,95.8,96.3,95.38,95.57,-0.25
2019-06-24,95.63,95.84,95.07,95.7,0.06
2019-06-25,95.59,95.82,93.62,93.91,-1.76
2019-06-26,94.62,95.19,94.37,94.89,0.28
2019-06-27,95.1,95.56,94.9,95.21,0.12
2019-06-28,95.46,95.65,94.2,94.68,-0.81
2019-07-01,96.15,96.49,95.73,96.11,-0.04
2019-07-02,95.97,96.74,95.33,96.72,0.78
2019-07-03,96.79,97.08,96.53,96.95,0.16
2019-07-05,96.43,97.29,96.26,97.15,0.74
2019-07-08,96.71,97.8,96.41,97.62,0.94
2019-07-09,97.39,99.5,97.17,99.42,2.08
2019-07-10,99.83,101.25,99.77,100.87,1.05
2019-07-11,101.28,101.79,99.76,100.05,-1.21
2019-07-12,100.41,100.85,100.19,100.55,0.14
2019-07-15,101.07,101.14,100.08,101.05,-0.02
2019-07-16,100.53,101.32,100.06,100.5,-0.03
2019-07-17,100.35,100.6,99.6,99.6,-0.75
2019-07-18,99.0,99.38,97.58,98.89,-0.11
2019-07-19,99.56,99.8,98.11,98.23,-1.34
2019-07-22,98.56,99.45,97.91,99.28,0.74
2019-07-23,99.8,99.89,98.66,99.72,-0.08
2019-07-24,98.46,100.07,98.29,100.04,1.6
2019-07-25,100.05,100.06,98.64,98.69,-1.36
2019-07-26,97.1,97.54,96.23,97.15,0.05
2019-07-29,96.5,96.61,94.53,95.62,-0.91
2019-07-30,94.56,95.49,94.17,94.93,0.39
2019-07-31,94.91,94.98,92.47,93.34,-1.65
2019-08-01,93.59,94.9,92.2,92.77,-0.88
2019-08-02,92.25,92.32,90.4,91.16,-1.18
2019-08-05,88.51,89.43,87.44,88.26,-0.29
2019-08-06,89.61,89.69,87.67,89.39,-0.25
2019-08-07,88.7,89.95,87.85,89.67,1.09
2019-08-08,90.3,91.71,89.91,91.64,1.49
2019-08-09,91.45,91.55,90.11,90.38,-1.17
2019-08-12,89.8,90.05,88.85,89.25,-0.62
2019-08-13,89.15,91.59,89.0,91.22,2.32
2019-08-14,89.65,89.78,87.86,88.15,-1.68
2019-08-15,89.1,89.4,88.1,88.81,-0.33
2019-08-16,89.64,90.15,89.23,89.63,-0.02
2019-08-19,90.9,91.3,90.63,90.81,-0.11
2019-08-20,90.72,90.84,89.99,90.07,-0.72
2019-08-21,90.97,91.48,90.75,91.18,0.23
2019-08-22,91.4,91.47,90.0,90.23,-1.28
2019-08-23,89.65,90.25,87.26,87.48,-2.42
2019-08-26,88.35,88.5,87.18,88.44,0.11
2019-08-27,88.79,88.97,87.33,88.09,-0.78
2019-08-28,87.75,88.39,87.2,88.21,0.53
2019-08-29,89.15,89.93,88.86,89.32,0.19
2019-08-30,89.87,89.99,88.23,88.81,-1.18
2019-09-03,88.5,90.04,88.4,89.49,1.12
2019-09-04,90.25,90.38,89.81,90.03,-0.24
2019-09-05,91.1,92.1,90.78,92.04,1.03
2019-09-06,91.91,92.03,91.32,91.68,-0.26
2019-09-09,92.05,92.5,91.23,91.57,-0.52
2019-09-10,91.14,91.29,90.27,91.03,-0.12
2019-09-11,90.61,91.67,90.45,91.15,0.6
2019-09-12,91.88,92.68,91.71,92.18,0.32
2019-09-13,92.1,92.31,91.76,91.97,-0.14
2019-09-16,91.2,91.28,90.01,90.39,-0.89
2019-09-17,90.35,91.2,90.21,91.13,0.86
2019-09-18,90.85,91.1,89.78,90.87,0.02
2019-09-19,91.05,91.63,90.89,91.07,0.03
2019-09-20,91.09,91.53,89.05,89.71,-1.51
2019-09-23,88.85,89.64,88.37,89.26,0.47
2019-09-24,89.53,89.79,86.78,87.08,-2.74
2019-09-25,87.37,88.65,86.15,88.42,1.2
2019-09-26,88.14,88.17,86.57,86.99,-1.3
2019-09-27,87.4,87.46,85.69,86.27,-1.29
2019-09-30,86.35,86.87,85.46,86.8,0.52
2019-10-01,87.3,87.78,86.42,86.78,-0.59
2019-10-02,86.39,86.44,85.25,85.66,-0.84
2019-10-03,85.65,86.25,84.25,86.22,0.67
2019-10-04,86.3,87.03,85.96,86.98,0.79
2019-10-07,86.58,87.39,86.18,86.63,0.06
2019-10-08,86.12,86.35,85.25,85.28,-0.99
2019-10-09,85.98,86.5,85.72,86.1,0.14
2019-10-10,86.26,86.91,85.69,86.01,-0.29
2019-10-11,87.15,87.27,86.49,86.6,-0.63
2019-10-14,86.45,87.09,86.1,86.82,0.43
2019-10-15,87.11,88.82,87.03,88.37,1.45
2019-10-16,88.67,89.31,88.53,88.87,0.23
2019-10-17,89.82,89.94,89.1,89.37,-0.5
2019-10-18,89.39,89.7,87.46,87.88,-1.69
2019-10-21,88.48,89.29,88.25,89.28,0.9
2019-10-22,89.41,89.49,88.1,88.29,-1.25
2019-10-23,88.07,88.5,87.1,88.11,0.05
2019-10-24,88.55,89.42,88.01,89.04,0.55
2019-10-25,84.88,88.21,84.75,88.07,3.76
2019-10-28,87.4,88.93,87.12,88.85,1.66
2019-10-29,88.74,88.85,87.79,88.14,-0.68
2019-10-30,88.01,89.12,87.96,89.0,1.12
2019-10-31,88.8,89.6,88.57,88.83,0.04
2019-11-01,89.4,89.87,89.26,89.57,0.19
2019-11-04,90.05,90.75,90.05,90.23,0.2
2019-11-05,90.46,90.51,89.7,90.09,-0.41
2019-11-06,90.05,90.12,89.43,89.79,-0.29
2019-11-07,90.19,90.29,89.17,89.41,-0.86
2019-11-08,89.39,89.49,88.7,89.29,-0.11
2019-11-11,88.9,89.0,88.36,88.58,-0.36
2019-11-12,88.73,89.31,88.6,88.9,0.19
2019-11-13,88.67,88.75,87.37,87.66,-1.14
2019-11-14,87.57,88.33,87.48,87.73,0.18
2019-11-15,88.0,88.08,86.64,86.97,-1.17
2019-11-18,86.92,87.68,86.14,87.63,0.82
2019-11-19,87.85,88.03,87.15,87.64,-0.24
2019-11-20,87.46,88.13,86.71,87.28,-0.21
2019-11-21,87.15,87.34,86.52,86.74,-0.48
2019-11-22,86.95,87.32,86.55,87.29,0.39
2019-11-25,87.66,88.87,87.66,88.69,1.17
2019-11-26,89.0,89.85,88.92,89.85,0.96
2019-11-27,90.05,91.22,89.87,90.93,0.97
2019-11-29,90.89,91.23,90.04,90.04,-0.93
2019-12-02,90.22,90.28,88.13,89.08,-1.26
2019-12-03,88.0,88.64,87.36,88.5,0.57
2019-12-04,88.7,89.45,88.01,88.03,-0.75
2019-12-05,88.18,88.18,87.0,87.02,-1.31
2019-12-06,87.56,87.72,87.01,87.58,0.02
2019-12-09,87.53,88.34,87.28,87.48,-0.07
2019-12-10,87.37,87.53,86.75,86.96,-0.47
2019-12-11,87.08,87.5,86.79,87.44,0.4
2019-12-12,87.5,88.2,87.27,88.02,0.59
2019-12-13,88.25,88.45,87.75,88.05,-0.23
2019-12-16,88.35,88.47,87.85,88.46,0.13
2019-12-17,88.9,89.6,88.87,89.53,0.71
2019-12-18,89.75,89.91,89.12,89.2,-0.61
2019-12-19,89.03,89.65,88.7,89.61,0.66
2019-12-20,89.98,90.15,89.12,89.32,-0.73
2019-12-23,89.41,89.65,89.23,89.65,0.27
2019-12-24,89.69,89.78,89.38,89.46,-0.26
2019-12-26,90.05,93.52,89.97,93.44,3.76
2019-12-27,94.15,95.07,93.3,93.49,-0.7
2019-12-30,93.7,94.2,92.03,92.34,-1.45
2019-12-31,92.1,92.66,91.61,92.39,0.32
2020-01-02,93.75,94.9,93.21,94.9,1.23
2020-01-03,93.22,94.31,93.22,93.75,0.56
2020-01-06,93.0,95.18,93.0,95.14,2.31
2020-01-07,95.22,95.69,94.6,95.34,0.12
2020-01-08,94.9,95.55,94.32,94.6,-0.32
2020-01-09,95.49,95.89,94.79,95.05,-0.46
2020-01-10,95.27,95.35,94.0,94.16,-1.17
2020-01-13,94.57,94.9,94.04,94.57,-0.0
2020-01-14,94.29,94.36,92.93,93.47,-0.87
2020-01-15,93.61,93.94,92.75,93.1,-0.55
2020-01-16,94.15,94.28,93.3,93.9,-0.27
2020-01-17,94.29,94.33,92.86,93.24,-1.12
2020-01-21,93.25,94.71,93.0,94.6,1.45
2020-01-22,94.8,95.12,94.17,94.37,-0.46
2020-01-23,94.26,94.5,93.64,94.23,-0.03
2020-01-24,94.57,94.75,92.37,93.08,-1.57
2020-01-27,91.0,92.05,90.77,91.42,0.46
2020-01-28,92.03,92.91,91.5,92.66,0.69
2020-01-29,93.2,93.74,92.75,92.9,-0.32
2020-01-30,92.9,93.64,92.53,93.53,0.68
2020-01-31,102.57,102.79,100.11,100.44,-2.08
2020-02-03,100.53,102.43,100.01,100.21,-0.32
2020-02-04,101.49,102.99,100.77,102.48,0.97
2020-02-05,103.55,103.55,101.6,101.99,-1.5
2020-02-06,102.05,102.82,101.24,102.51,0.45
2020-02-07,102.1,104.93,101.9,103.96,1.83
2020-02-10,104.25,106.78,104.25,106.7,2.35
2020-02-11,107.54,109.3,106.8,107.54,-0.0
2020-02-12,108.16,109.01,107.76,108.0,-0.15
2020-02-13,107.25,108.51,107.1,107.49,0.23
2020-02-14,107.78,107.95,106.29,106.74,-0.97
2020-02-18,106.25,108.3,106.21,107.78,1.44
2020-02-19,108.39,109.25,108.06,108.51,0.11
2020-02-20,108.65,108.84,106.37,107.65,-0.92
2020-02-21,107.11,107.23,104.4,104.8,-2.16
2020-02-24,100.16,101.96,99.4,100.46,0.31
2020-02-25,101.32,101.73,97.92,98.64,-2.65
2020-02-26,98.51,100.73,98.02,98.98,0.47
2020-02-27,96.72,98.75,94.14,94.21,-2.59
2020-02-28,90.73,94.49,90.56,94.19,3.81
2020-03-02,95.32,97.73,93.5,97.7,2.49
2020-03-03,98.77,99.82,94.4,95.45,-3.36
2020-03-04,97.33,98.9,96.1,98.79,1.5
2020-03-05,96.65,98.04,95.5,96.2,-0.46
2020-03-06,93.75,95.54,93.47,95.05,1.39
2020-03-09,88.69,93.14,88.06,90.03,1.51
2020-03-10,93.54,94.71,90.91,94.59,1.12
2020-03-11,92.89,93.57,90.07,91.04,-1.99
2020-03-12,86.1,88.25,83.75,83.83,-2.63
2020-03-13,87.75,89.32,84.03,89.25,1.71
2020-03-16,82.08,87.97,81.3,84.46,2.9
2020-03-17,88.77,92.89,84.46,90.39,1.82
2020-03-18,87.5,92.08,87.25,91.5,4.57
2020-03-19,93.0,97.25,91.63,94.05,1.13
2020-03-20,96.32,97.85,91.04,92.3,-4.16
2020-03-23,91.39,95.97,90.6,95.14,4.11
2020-03-24,97.57,97.75,95.02,97.0,-0.58
2020-03-25,96.03,97.51,94.29,94.29,-1.81
2020-03-26,95.1,97.82,94.46,97.77,2.81
2020-03-27,96.54,96.99,95.0,95.0,-1.59
2020-03-30,96.14,98.68,95.62,98.2,2.14
2020-03-31,98.22,99.65,97.2,97.49,-0.74
2020-04-01,96.65,97.25,94.65,95.39,-1.31
2020-04-02,95.08,96.38,94.5,95.94,0.9
2020-04-03,95.56,96.32,94.46,95.33,-0.24
2020-04-06,96.8,99.93,96.5,99.88,3.18
2020-04-07,100.86,101.79,99.88,100.58,-0.27
2020-04-08,101.05,102.2,100.56,102.15,1.09
2020-04-09,102.21,102.65,100.88,102.14,-0.08
2020-04-13,102.0,109.0,101.9,108.44,6.32
2020-04-14,110.02,114.6,109.31,114.17,3.77
2020-04-15,112.88,116.67,112.25,115.38,2.21
2020-04-16,117.3,123.05,116.75,120.41,2.65
2020-04-17,118.62,120.0,115.8,118.75,0.11
2020-04-20,119.5,122.25,119.3,119.68,0.15
2020-04-21,120.83,121.42,113.98,116.41,-3.66
2020-04-22,118.45,119.7,117.55,118.17,-0.23
2020-04-23,120.0,121.21,119.1,119.97,-0.02
2020-04-24,120.85,121.02,119.1,120.51,-0.28
2020-04-27,122.16,122.24,118.15,118.8,-2.75
2020-04-28,118.61,118.68,115.3,115.7,-2.45
2020-04-29,116.5,119.59,115.5,118.64,1.83
2020-04-30,120.99,123.75,119.8,123.7,2.24
2020-05-01,116.84,118.12,112.91,114.3,-2.17
2020-05-04,112.82,116.35,112.82,115.8,2.64
2020-05-05,117.0,117.55,115.36,115.89,-0.95
2020-05-06,116.47,117.87,116.0,117.56,0.94
2020-05-07,118.74,118.8,117.16,118.38,-0.3
2020-05-08,118.61,119.36,117.85,118.98,0.31
2020-05-11,118.74,120.98,118.61,120.45,1.44
2020-05-12,120.59,120.95,117.75,117.85,-2.28
2020-05-13,118.34,120.39,116.89,118.4,0.05
2020-05-14,118.05,119.57,117.66,119.44,1.18
2020-05-15,118.43,120.55,117.82,120.49,1.74
2020-05-18,120.22,121.65,119.2,121.31,0.91
2020-05-19,121.49,124.25,121.45,122.47,0.8
2020-05-20,123.89,125.0,123.36,124.9,0.81
2020-05-21,125.0,126.27,122.13,122.34,-2.13
2020-05-22,122.75,123.49,121.51,121.84,-0.74
2020-05-26,122.9,123.1,120.7,121.09,-1.47
2020-05-27,120.25,120.68,116.5,120.52,0.22
2020-05-28,119.22,121.85,118.91,120.06,0.7
2020-05-29,120.8,122.12,119.91,122.12,1.09
2020-06-01,122.4,123.85,122.21,123.55,0.94
2020-06-02,123.35,123.68,122.27,123.62,0.22
2020-06-03,123.4,124.4,123.06,123.92,0.42
2020-06-04,123.87,125.38,122.5,123.03,-0.68
2020-06-05,122.23,124.43,121.86,124.15,1.57
2020-06-08,125.01,126.5,124.37,126.2,0.95
2020-06-09,126.47,131.32,126.25,130.04,2.82
2020-06-10,132.25,136.12,131.31,132.37,0.09
2020-06-11,130.18,133.57,126.81,127.9,-1.75
2020-06-12,130.06,131.07,125.17,127.25,-2.16
2020-06-15,126.33,129.2,125.4,128.63,1.82
2020-06-16,131.0,131.0,128.8,130.76,-0.18
2020-06-17,132.38,132.75,131.59,132.05,-0.25
2020-06-18,132.35,132.98,131.81,132.7,0.26
2020-06-19,133.9,134.87,132.95,133.75,-0.11
2020-06-22,134.23,135.75,133.45,135.69,1.09
2020-06-23,136.3,139.16,135.9,138.22,1.41
2020-06-24,139.0,139.8,136.05,136.72,-1.64
2020-06-25,136.98,137.81,135.61,137.73,0.55
2020-06-26,138.75,139.13,134.4,134.64,-2.96
2020-06-29,134.5,134.84,131.5,134.02,-0.36
2020-06-30,134.25,138.48,133.75,137.94,2.75
2020-07-01,137.9,144.75,137.7,143.93,4.38
2020-07-02,145.6,147.78,143.55,144.51,-0.75
2020-07-06,146.75,152.99,146.5,152.85,4.16
2020-07-07,152.93,153.48,149.5,150.01,-1.91
2020-07-08,151.13,154.2,150.62,154.06,1.94
2020-07-09,155.8,159.69,153.7,159.13,2.14
2020-07-10,159.59,160.75,156.79,160.0,0.26
2020-07-13,162.55,167.21,153.42,155.2,-4.52
2020-07-14,154.45,156.37,147.5,154.2,-0.16
2020-07-15,154.01,154.92,148.66,150.44,-2.32
2020-07-16,148.55,151.6,145.91,149.99,0.97
2020-07-17,150.45,151.2,147.42,148.1,-1.56
2020-07-20,150.01,160.07,149.7,159.84,6.55
2020-07-21,161.62,162.03,155.29,156.91,-2.91
2020-07-22,156.25,157.5,153.26,155.0,-0.8
2020-07-23,154.91,154.91,148.5,149.33,-3.61
2020-07-24,146.5,151.58,144.4,150.45,2.69
2020-07-27,153.1,154.9,150.79,152.76,-0.22
2020-07-28,152.71,153.85,149.79,150.02,-1.77
2020-07-29,151.55,151.96,149.84,151.68,0.08
2020-07-30,150.7,154.6,150.25,152.59,1.26
2020-07-31,162.2,162.34,157.55,158.23,-2.45
2020-08-03,159.03,159.2,155.2,155.59,-2.16
2020-08-04,155.06,158.36,155.06,156.94,1.21
2020-08-05,157.19,160.68,156.37,160.25,1.95
2020-08-06,159.72,162.37,158.27,161.25,0.96
2020-08-07,161.2,162.04,157.03,158.37,-1.75
2020-08-10,158.52,158.63,155.08,157.41,-0.7
2020-08-11,155.66,157.96,153.65,154.03,-1.04
2020-08-12,155.4,158.72,155.07,158.11,1.75
2020-08-13,159.15,160.88,157.75,158.05,-0.69
2020-08-14,158.91,158.91,156.0,157.4,-0.95
2020-08-17,158.66,159.75,157.71,159.12,0.29
2020-08-18,160.6,166.0,160.29,165.62,3.13
2020-08-19,165.15,165.79,162.8,163.02,-1.29
2020-08-20,162.6,165.63,161.9,164.87,1.4
2020-08-21,164.75,165.72,163.77,164.24,-0.31
2020-08-24,165.51,169.02,162.88,165.37,-0.08
2020-08-25,164.75,167.87,163.35,167.32,1.56
2020-08-26,167.56,172.59,167.23,172.09,2.71
2020-08-27,172.5,172.65,168.9,170.0,-1.45
2020-08-28,171.15,171.67,169.32,170.09,-0.62
2020-08-31,170.45,174.75,170.25,172.55,1.23
2020-09-01,174.48,175.69,173.35,174.96,0.27
2020-09-02,177.35,177.61,174.33,176.57,-0.44
2020-09-03,174.25,174.42,165.15,168.4,-3.36
2020-09-04,165.9,169.07,155.56,164.73,-0.7
2020-09-08,157.2,162.54,156.5,157.49,0.19
2020-09-09,160.15,165.16,159.25,163.43,2.05
2020-09-10,165.36,167.49,158.53,158.76,-3.99
2020-09-11,160.43,160.87,154.2,155.81,-2.88
2020-09-14,158.65,159.37,154.8,155.15,-2.21
2020-09-15,156.81,158.75,155.45,157.81,0.64
2020-09-16,159.0,159.36,153.71,153.9,-3.2
2020-09-17,150.46,151.47,148.63,150.44,-0.02
2020-09-18,151.59,151.89,145.28,147.75,-2.53
2020-09-21,145.32,148.1,143.55,148.02,1.86
2020-09-22,151.69,156.7,150.01,156.45,3.14
2020-09-23,156.02,156.35,149.62,149.99,-3.86
2020-09-24,148.89,153.46,148.25,150.99,1.41
2020-09-25,152.74,155.08,149.95,154.76,1.32
2020-09-28,157.44,158.75,155.86,158.7,0.8
2020-09-29,158.77,159.41,156.63,157.24,-0.96
